Shipment ID,Origin,Destination,Shipment Date,Planned Delivery Date,Actual Delivery Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed
SHIP007653,Ahmedabad,Jaipur,2023-11-19,2023-11-24,2023-11-30,Lorry,1553,Storm,Light,Yes
SHIP007654,Mumbai,Kolkata,2023-10-20,2023-10-25,2023-10-26,Truck,1751,Rain,Light,Yes
SHIP007655,Bangalore,Lucknow,2023-04-11,2023-04-17,2023-04-18,Lorry,1845,Clear,Moderate,Yes
SHIP007656,Delhi,Ahmedabad,2023-10-01,2023-10-07,2023-10-11,Lorry,1917,Storm,Moderate,Yes
SHIP007657,Kolkata,Hyderabad,2023-09-23,2023-09-25,2023-09-26,Truck,871,Rain,Light,Yes
SHIP007658,Hyderabad,Chennai,2023-05-25,2023-05-29,2023-05-29,Container,1332,Clear,Light,No
SHIP007659,Chennai,Bangalore,2023-07-10,2023-07-13,2023-07-14,Trailer,1084,Clear,Moderate,Yes
SHIP007660,Pune,Mumbai,2024-02-25,2024-03-02,2024-03-03,Container,1971,Clear,Moderate,Yes
SHIP007661,Mumbai,Chennai,2024-02-21,2024-02-23,2024-02-23,Lorry,866,Clear,Light,No
SHIP007662,Lucknow,Bangalore,2024-01-12,2024-01-14,2024-01-16,Container,760,Rain,Moderate,Yes
SHIP007663,Pune,Delhi,2023-05-22,2023-05-24,2023-05-30,Trailer,735,Clear,Heavy,Yes
SHIP007664,Bangalore,Pune,2024-02-01,2024-02-04,2024-02-05,,1101,Clear,Moderate,Yes
SHIP007665,Hyderabad,Ahmedabad,2023-11-04,2023-11-05,2023-11-06,Lorry,289,Clear,Moderate,Yes
SHIP007666,Hyderabad,Jaipur,2023-07-09,2023-07-11,2023-07-17,Truck,742,Rain,Moderate,Yes
SHIP007667,Hyderabad,Bangalore,2023-01-26,2023-01-29,2023-02-03,Trailer,978,Clear,Light,Yes
SHIP007668,Lucknow,Pune,2023-05-21,2023-05-26,2023-05-31,Trailer,1647,Fog,Light,Yes
SHIP007669,Hyderabad,Bangalore,2024-05-22,2024-05-26,2024-05-27,Trailer,1306,Clear,Moderate,Yes
SHIP007670,Ahmedabad,Chennai,2023-08-19,2023-08-20,2023-08-25,Lorry,201,Fog,Light,Yes
SHIP007671,Lucknow,Hyderabad,2024-03-25,2024-03-26,2024-03-26,Lorry,467,Clear,Light,No
SHIP007672,Bangalore,Pune,2023-05-07,2023-05-09,2023-05-13,Container,842,Storm,Moderate,Yes
SHIP007673,Mumbai,Bangalore,2023-12-26,2023-12-29,2024-01-03,Container,1026,Clear,Moderate,Yes
SHIP007674,Ahmedabad,Kolkata,2023-07-05,2023-07-11,2023-07-12,Truck,1946,Clear,Moderate,Yes
SHIP007675,Hyderabad,Kolkata,2024-02-16,2024-02-20,2024-02-25,Trailer,1326,Clear,Moderate,Yes
SHIP007676,Chennai,Hyderabad,2023-07-26,2023-07-28,2023-07-28,Trailer,801,Clear,Light,No
SHIP007677,Lucknow,Bangalore,2023-04-12,2023-04-14,2023-04-14,Truck,859,Clear,Light,No
SHIP007678,Pune,Delhi,2023-12-06,2023-12-11,2023-12-11,Truck,1639,Clear,Light,No
SHIP007679,Lucknow,Chennai,2023-02-05,2023-02-08,2023-02-12,Container,999,Clear,Moderate,Yes
SHIP007680,Jaipur,Delhi,2023-11-26,2023-11-30,2023-11-30,Trailer,1258,Clear,Light,No
SHIP007681,Delhi,Kolkata,2024-03-11,2024-03-17,2024-03-21,Lorry,1988,Clear,Moderate,Yes
SHIP007682,Ahmedabad,Delhi,2024-05-17,2024-05-23,2024-05-27,Container,1856,Clear,Light,Yes
SHIP007683,Delhi,Ahmedabad,2024-01-26,2024-01-30,2024-01-31,Container,1235,Clear,Moderate,Yes
SHIP007684,Lucknow,Chennai,2024-03-08,2024-03-14,2024-03-14,Container,1857,Clear,Light,No
SHIP007685,Chennai,Pune,2023-02-21,2023-02-25,2023-02-26,,1340,Clear,Moderate,Yes
SHIP007686,Pune,Jaipur,2023-06-25,2023-06-27,2023-07-03,Trailer,688,Rain,Light,Yes
SHIP007687,Kolkata,Chennai,2023-08-10,2023-08-12,2023-08-17,Container,844,Clear,Light,Yes
SHIP007688,Pune,Mumbai,2024-03-03,2024-03-09,2024-03-09,Lorry,1856,Clear,Light,No
SHIP007689,Ahmedabad,Kolkata,2024-01-05,2024-01-10,2024-01-15,Truck,1667,Fog,Light,Yes
SHIP007690,Hyderabad,Bangalore,2023-10-08,2023-10-12,2023-10-15,Lorry,1212,Clear,Moderate,Yes
SHIP007691,Bangalore,Lucknow,2023-12-24,2023-12-25,2023-12-27,Container,461,Clear,Heavy,Yes
SHIP007692,Bangalore,Mumbai,2023-04-01,2023-04-04,2023-04-06,Lorry,912,Rain,Moderate,Yes
SHIP007693,Kolkata,Bangalore,2024-05-10,2024-05-15,2024-05-15,Lorry,1677,Clear,Light,No
SHIP007694,Pune,Chennai,2024-05-07,2024-05-13,2024-05-13,Lorry,1831,Clear,Light,No
SHIP007695,Delhi,Chennai,2023-11-26,2023-11-28,2023-12-01,Container,844,Clear,Moderate,Yes
SHIP007696,Delhi,Jaipur,2024-05-18,2024-05-20,2024-05-20,Container,814,Clear,Light,No
SHIP007697,Chennai,Jaipur,2023-09-10,2023-09-15,2023-09-15,Truck,1583,Clear,Light,No
SHIP007698,Lucknow,Hyderabad,2024-03-21,2024-03-27,2024-03-29,Container,1871,Clear,Heavy,Yes
SHIP007699,Hyderabad,Pune,2023-10-19,2023-10-21,2023-10-23,Container,658,Fog,Light,Yes
SHIP007700,Hyderabad,Pune,2023-05-16,2023-05-17,2023-05-19,Lorry,524,Fog,Light,Yes
SHIP007701,Pune,Ahmedabad,2023-01-25,2023-01-31,2023-02-03,Lorry,1834,Clear,Moderate,Yes
SHIP007702,Hyderabad,Jaipur,2024-03-12,2024-03-16,2024-03-17,Truck,1476,Clear,Moderate,Yes
SHIP007703,Mumbai,Ahmedabad,2023-12-30,2023-12-31,2024-01-03,Container,284,Fog,Moderate,Yes
SHIP007704,Bangalore,Chennai,2023-01-15,2023-01-21,2023-01-26,Container,1898,Rain,Heavy,Yes
SHIP007705,Kolkata,Hyderabad,2023-05-03,2023-05-05,2023-05-11,Truck,824,Rain,Light,Yes
SHIP007706,Mumbai,Pune,2023-04-10,2023-04-14,2023-04-20,Trailer,1281,Clear,Moderate,Yes
SHIP007707,Kolkata,Pune,2023-03-17,2023-03-23,2023-03-24,Lorry,1871,Clear,Moderate,Yes
SHIP007708,Lucknow,Delhi,2024-05-26,2024-05-31,2024-06-04,Truck,1658,Fog,Light,Yes
SHIP007709,Jaipur,Bangalore,2023-09-23,2023-09-26,2023-10-01,Lorry,1153,Clear,Light,Yes
SHIP007710,Kolkata,Lucknow,2023-11-28,2023-11-29,2023-11-30,Container,253,Clear,Moderate,Yes
SHIP007711,Jaipur,Bangalore,2024-01-31,2024-02-06,2024-02-07,Container,1883,Clear,Moderate,Yes
SHIP007712,Kolkata,Jaipur,2023-06-22,2023-06-25,2023-07-01,Lorry,1135,Clear,Moderate,Yes
SHIP007713,Lucknow,Hyderabad,2023-02-13,2023-02-18,2023-02-18,Container,1733,Clear,Light,No
SHIP007714,Bangalore,Jaipur,2023-07-31,2023-08-06,2023-08-07,Truck,1846,Clear,Moderate,Yes
SHIP007715,Jaipur,Lucknow,2023-06-05,2023-06-08,2023-06-10,Lorry,900,Clear,Heavy,Yes
SHIP007716,Kolkata,Lucknow,2024-04-10,2024-04-11,2024-04-11,Truck,370,Clear,Light,No
SHIP007717,Chennai,Hyderabad,2024-05-13,2024-05-14,2024-05-15,Truck,203,Clear,Moderate,Yes
SHIP007718,Delhi,Kolkata,2023-06-06,2023-06-08,2023-06-09,Trailer,795,Clear,Moderate,Yes
SHIP007719,Pune,Jaipur,2023-03-21,2023-03-22,2023-03-28,Truck,429,Clear,Moderate,Yes
SHIP007720,Mumbai,Hyderabad,2023-03-02,2023-03-07,2023-03-09,Truck,1576,Clear,Heavy,Yes
SHIP007721,Bangalore,Ahmedabad,2023-03-31,2023-04-06,2023-04-08,Trailer,1993,Clear,Heavy,Yes
SHIP007722,Mumbai,Hyderabad,2023-10-06,2023-10-07,2023-10-10,Truck,300,Fog,Moderate,Yes
SHIP007723,Jaipur,Mumbai,2023-05-10,2023-05-14,2023-05-13,Truck,1193,Clear,Moderate,Yes
SHIP007724,Hyderabad,Mumbai,2024-03-30,2024-04-02,2024-04-02,Truck,949,Clear,Light,No
SHIP007725,Chennai,Lucknow,2023-08-26,2023-08-30,2023-08-30,Container,1381,Clear,Light,No
SHIP007726,Pune,Kolkata,2023-06-23,2023-06-24,2023-06-24,Container,229,Clear,Light,No
SHIP007727,Bangalore,Jaipur,2024-04-02,2024-04-08,2024-04-13,Lorry,1874,Clear,Light,Yes
SHIP007728,Chennai,Jaipur,2023-06-10,2023-06-16,2023-06-19,Trailer,1855,Clear,Light,Yes
SHIP007729,Pune,Bangalore,2023-10-20,2023-10-26,2023-10-28,Lorry,1839,Clear,Heavy,Yes
SHIP007730,Mumbai,Delhi,2023-03-10,2023-03-13,2023-03-13,Trailer,1056,Clear,Light,No
SHIP007731,Hyderabad,Chennai,2024-01-29,2024-02-02,2024-02-02,Trailer,1463,Clear,Light,No
SHIP007732,Hyderabad,Lucknow,2023-11-04,2023-11-09,2023-11-10,Lorry,1768,Rain,Light,Yes
SHIP007733,Chennai,Delhi,2024-06-01,2024-06-06,2024-06-07,Truck,1663,Clear,Moderate,Yes
SHIP007734,Jaipur,Delhi,2024-02-08,2024-02-09,2024-02-10,Truck,204,Clear,Moderate,Yes
SHIP007735,Delhi,Mumbai,2023-05-31,2023-06-03,2023-06-03,Truck,958,Clear,Light,No
SHIP007736,Ahmedabad,Delhi,2023-05-19,2023-05-24,2023-05-25,Truck,1696,Clear,Moderate,Yes
SHIP007737,Kolkata,Bangalore,2024-02-17,2024-02-21,2024-02-22,Truck,1215,Rain,Light,Yes
SHIP007738,Kolkata,Lucknow,2024-04-22,2024-04-23,2024-04-26,Truck,445,Rain,Heavy,Yes
SHIP007739,Chennai,Kolkata,2023-05-22,2023-05-26,2023-06-01,Trailer,1268,Rain,Heavy,Yes
SHIP007740,Bangalore,Lucknow,2023-08-23,2023-08-28,2023-08-28,Container,1601,Clear,Light,No
SHIP007741,Kolkata,Jaipur,2023-12-04,2023-12-09,2023-12-12,Container,1532,Clear,Light,Yes
SHIP007742,Jaipur,Chennai,2023-09-05,2023-09-10,2023-09-11,Lorry,1602,Clear,Moderate,Yes
SHIP007743,Chennai,Delhi,2023-01-07,2023-01-11,2023-01-18,Truck,1286,Storm,Moderate,Yes
SHIP007744,Kolkata,Delhi,2023-10-15,2023-10-19,2023-10-21,,1346,Clear,Light,Yes
SHIP007745,Ahmedabad,Kolkata,2023-03-16,2023-03-18,2023-03-22,Truck,796,Rain,Light,Yes
SHIP007746,Kolkata,Delhi,2024-01-09,2024-01-10,2024-01-18,Trailer,598,Storm,Heavy,Yes
SHIP007747,Lucknow,Mumbai,2023-11-13,2023-11-14,2023-11-14,Trailer,207,Clear,Light,No
SHIP007748,Kolkata,Ahmedabad,2023-05-15,2023-05-20,2023-05-21,Trailer,1603,Clear,Moderate,Yes
SHIP007749,Chennai,Hyderabad,2023-03-15,2023-03-18,2023-03-22,Trailer,1103,Clear,Light,Yes
SHIP007750,Bangalore,Ahmedabad,2024-05-24,2024-05-26,2024-05-28,Trailer,842,Clear,Heavy,Yes
SHIP007751,Jaipur,Pune,2023-10-20,2023-10-24,2023-10-26,Lorry,1427,Rain,Moderate,Yes
SHIP007752,Lucknow,Chennai,2024-02-06,2024-02-10,2024-02-11,Truck,1362,Clear,Moderate,Yes
SHIP007753,Delhi,Pune,2024-03-19,2024-03-22,2024-03-25,Trailer,1013,Clear,Moderate,Yes
SHIP007754,Jaipur,Ahmedabad,2023-02-15,2023-02-17,2023-02-18,Trailer,898,Clear,Moderate,Yes
SHIP007755,Mumbai,Pune,2023-11-14,2023-11-17,2023-11-20,,1192,Rain,Heavy,Yes
SHIP007756,Lucknow,Hyderabad,2023-09-19,2023-09-20,2023-09-20,Lorry,477,Clear,Light,No
SHIP007757,Pune,Bangalore,2024-01-25,2024-01-26,2024-01-26,Trailer,387,Clear,Light,No
SHIP007758,Lucknow,Chennai,2023-05-31,2023-06-01,2023-06-03,Container,431,Clear,Heavy,Yes
SHIP007759,Pune,Mumbai,2023-09-26,2023-09-27,2023-09-29,Truck,332,Clear,Heavy,Yes
SHIP007760,Ahmedabad,Kolkata,2023-03-04,2023-03-07,2023-03-09,Container,962,Clear,Heavy,Yes
SHIP007761,Pune,Jaipur,2023-10-12,2023-10-21,2023-10-13,Trailer,372,Fog,Moderate,Yes
SHIP007762,Hyderabad,Pune,2023-03-24,2023-03-30,2023-04-01,Trailer,1981,Clear,Heavy,Yes
SHIP007763,Pune,Mumbai,2023-10-06,2023-10-07,2023-10-08,Trailer,520,Clear,Moderate,Yes
SHIP007764,Ahmedabad,Chennai,2023-07-10,2023-07-16,2023-07-18,Container,1849,Rain,Moderate,Yes
SHIP007765,Kolkata,Mumbai,2023-12-21,2023-12-22,2023-12-25,Lorry,386,Rain,Heavy,Yes
SHIP007766,Ahmedabad,Pune,2024-01-18,2024-01-19,2024-01-19,Trailer,589,Clear,Light,No
SHIP007767,Delhi,Bangalore,2023-05-11,2023-05-13,2023-05-22,Container,877,Storm,Heavy,Yes
SHIP007768,Ahmedabad,Pune,2023-09-24,2023-09-28,2023-09-30,Trailer,1367,Clear,Heavy,Yes
SHIP007769,Hyderabad,Chennai,2023-12-17,2023-12-18,2023-12-18,Trailer,300,Clear,Light,No
SHIP007770,Kolkata,Hyderabad,2023-05-08,2023-05-14,2023-05-15,Lorry,1943,Clear,Moderate,Yes
SHIP007771,Lucknow,Delhi,2023-06-05,2023-06-06,2023-06-07,Truck,400,Rain,Light,Yes
SHIP007772,Mumbai,Hyderabad,2024-05-20,2024-05-22,2024-05-24,Trailer,636,Rain,Moderate,Yes
SHIP007773,Chennai,Kolkata,2023-05-17,2023-05-21,2023-05-25,Trailer,1304,Fog,Heavy,Yes
SHIP007774,Pune,Mumbai,2023-08-24,2023-08-27,2023-08-30,Lorry,1057,Clear,Moderate,Yes
SHIP007775,Bangalore,Hyderabad,2024-01-30,2024-02-05,2024-02-06,Truck,1851,Clear,Moderate,Yes
SHIP007776,Pune,Jaipur,2023-03-16,2023-03-21,2023-03-21,Container,1714,Clear,Light,No
SHIP007777,Lucknow,Jaipur,2024-05-13,2024-05-16,2024-05-16,Container,1124,Clear,Light,No
SHIP007778,Ahmedabad,Jaipur,2023-01-01,2023-01-05,2023-01-06,Trailer,1279,Clear,Moderate,Yes
SHIP007779,Delhi,Mumbai,2023-04-09,2023-04-13,2023-04-15,Lorry,1228,Clear,Heavy,Yes
SHIP007780,Chennai,Lucknow,2023-01-05,2023-01-07,2023-01-09,Lorry,624,Clear,Light,Yes
SHIP007781,Jaipur,Delhi,2023-12-08,2023-12-11,2023-12-11,Container,1114,Clear,Light,No
SHIP007782,Jaipur,Hyderabad,2024-03-20,2024-03-25,2024-04-01,Truck,1669,Fog,Moderate,Yes
SHIP007783,Chennai,Pune,2023-04-23,2023-04-24,2023-04-24,Lorry,485,Clear,Light,No
SHIP007784,Jaipur,Hyderabad,2023-05-05,2023-05-08,2023-05-10,Container,1076,Clear,Heavy,Yes
SHIP007785,Ahmedabad,Lucknow,2023-09-15,2023-09-17,2023-09-20,Trailer,808,Clear,Moderate,Yes
SHIP007786,Lucknow,Jaipur,2024-04-01,2024-04-07,2024-04-08,,1803,Clear,Moderate,Yes
SHIP007787,Hyderabad,Jaipur,2024-03-28,2024-03-31,2024-03-29,Truck,562,Clear,Heavy,Yes
SHIP007788,Pune,Chennai,2023-05-20,2023-05-25,2023-05-25,Container,1718,Clear,Light,No
SHIP007789,Jaipur,Bangalore,2023-10-17,2023-10-23,2023-10-23,Container,1841,Clear,Light,No
SHIP007790,Mumbai,Lucknow,2024-05-03,2024-05-06,2024-05-08,Container,1163,Clear,Heavy,Yes
SHIP007791,Pune,Hyderabad,2024-03-03,2024-03-07,2024-03-08,Trailer,1433,Clear,Moderate,Yes
SHIP007792,Kolkata,Ahmedabad,2024-05-30,2024-05-31,2024-06-01,Lorry,274,Rain,Light,Yes
SHIP007793,Bangalore,Mumbai,2023-06-21,2023-06-25,2023-06-28,Lorry,1441,Fog,Moderate,Yes
SHIP007794,Jaipur,Hyderabad,2024-01-13,2024-01-16,2024-01-21,Container,909,Rain,Light,Yes
SHIP007795,Delhi,Jaipur,2024-03-23,2024-03-28,2024-03-31,Lorry,1753,Rain,Heavy,Yes
SHIP007796,Hyderabad,Ahmedabad,2024-05-13,2024-05-14,2024-05-16,Lorry,283,Rain,Moderate,Yes
SHIP007797,Ahmedabad,Pune,2024-01-15,2024-01-16,2024-01-17,Truck,233,Clear,Moderate,Yes
SHIP007798,Chennai,Kolkata,2023-01-04,2023-01-08,2023-01-12,Container,1280,Storm,Moderate,Yes
SHIP007799,Pune,Lucknow,2023-10-16,2023-10-19,2023-10-20,Lorry,1046,Clear,Moderate,Yes
SHIP007800,Pune,Mumbai,2023-11-25,2023-11-26,2023-11-27,Container,307,Clear,Moderate,Yes
SHIP007801,Chennai,Ahmedabad,2023-09-29,2023-10-05,2023-10-05,Lorry,1932,Clear,Light,No
SHIP007802,Mumbai,Chennai,2023-01-03,2023-01-07,2023-01-09,Truck,1393,Clear,Light,Yes
SHIP007803,Mumbai,Bangalore,2023-02-13,2023-02-17,2023-02-19,Trailer,1219,Clear,Light,Yes
SHIP007804,Chennai,Lucknow,2023-03-04,2023-03-07,2023-03-10,Lorry,1115,Clear,Light,Yes
SHIP007805,Chennai,Lucknow,2023-06-01,2023-06-06,2023-06-08,Container,1609,Clear,Light,Yes
SHIP007806,Chennai,Lucknow,2023-11-05,2023-11-10,2023-11-12,Lorry,1500,Clear,Heavy,Yes
SHIP007807,Pune,Delhi,2024-03-25,2024-03-28,2024-03-29,Truck,920,Clear,Moderate,Yes
SHIP007808,Chennai,Kolkata,2024-04-21,2024-04-26,2024-04-26,Truck,1593,Clear,Light,No
SHIP007809,Pune,Mumbai,2024-05-11,2024-05-17,2024-05-17,Container,1919,Clear,Light,No
SHIP007810,Kolkata,Chennai,2023-01-03,2023-01-06,2023-01-06,Container,1098,Clear,Light,No
SHIP007811,Bangalore,Lucknow,2024-03-11,2024-03-14,2024-03-15,Lorry,1039,Rain,Light,Yes
SHIP007812,Jaipur,Mumbai,2023-12-25,2023-12-28,2023-12-28,Lorry,922,Clear,Light,No
SHIP007813,Lucknow,Jaipur,2023-10-21,2023-10-22,2023-10-22,Lorry,385,Clear,Light,No
SHIP007814,Ahmedabad,Lucknow,2023-01-12,2023-01-13,2023-01-19,Trailer,436,Clear,Heavy,Yes
SHIP007815,Jaipur,Hyderabad,2024-05-12,2024-05-16,2024-05-22,Truck,1308,Clear,Heavy,Yes
SHIP007816,Ahmedabad,Bangalore,2023-04-29,2023-05-03,2023-05-06,Container,1279,Clear,Moderate,Yes
SHIP007817,Ahmedabad,Lucknow,2023-09-04,2023-09-09,2023-09-09,Truck,1703,Clear,Light,No
SHIP007818,Jaipur,Pune,2023-08-14,2023-08-17,2023-08-18,Truck,1094,Rain,Light,Yes
SHIP007819,Pune,Delhi,2023-12-22,2023-12-26,2023-12-30,Truck,1353,Clear,Moderate,Yes
SHIP007820,Lucknow,Pune,2023-05-11,2023-05-12,2023-05-13,Trailer,340,Clear,Moderate,Yes
SHIP007821,Chennai,Bangalore,2023-11-25,2023-11-27,2023-11-27,Truck,746,Clear,Light,No
SHIP007822,Chennai,Kolkata,2024-01-07,2024-01-09,2024-01-10,Truck,875,Clear,Moderate,Yes
SHIP007823,Ahmedabad,Chennai,2023-01-27,2023-01-30,2023-02-02,Container,1158,Fog,Moderate,Yes
SHIP007824,Pune,Hyderabad,2024-04-26,2024-04-27,2024-04-27,Truck,272,Clear,Light,No
SHIP007825,Ahmedabad,Bangalore,2023-01-19,2023-01-23,2023-01-23,Lorry,1404,Clear,Light,No
SHIP007826,Pune,Chennai,2024-05-27,2024-05-29,2024-05-30,Container,652,Clear,Moderate,Yes
SHIP007827,Chennai,Kolkata,2023-04-01,2023-04-04,2023-04-04,Truck,963,Clear,Light,No
SHIP007828,Delhi,Ahmedabad,2023-03-27,2023-03-30,2023-03-30,Truck,1177,Clear,Light,No
SHIP007829,Jaipur,Bangalore,2023-09-17,2023-09-18,2023-09-24,Container,387,Clear,Moderate,Yes
SHIP007830,Kolkata,Delhi,2023-11-11,2023-11-16,2023-11-19,Truck,1551,Rain,Heavy,Yes
SHIP007831,Kolkata,Chennai,2024-04-11,2024-04-14,2024-04-19,Container,1064,Clear,Heavy,Yes
SHIP007832,Ahmedabad,Bangalore,2023-01-26,2023-01-31,2023-01-31,Truck,1659,Clear,Light,No
SHIP007833,Hyderabad,Ahmedabad,2023-04-06,2023-04-11,2023-04-15,Container,1737,Storm,Moderate,Yes
SHIP007834,Bangalore,Delhi,2023-01-24,2023-01-29,2023-01-31,Lorry,1517,Rain,Moderate,Yes
SHIP007835,Mumbai,Ahmedabad,2023-05-11,2023-05-13,2023-05-15,Truck,827,Fog,Light,Yes
SHIP007836,Chennai,Ahmedabad,2023-11-04,2023-11-05,2023-11-06,Lorry,491,Clear,Moderate,Yes
SHIP007837,Chennai,Pune,2023-12-12,2023-12-16,2023-12-23,Truck,1337,Rain,Heavy,Yes
SHIP007838,Bangalore,Mumbai,2024-01-14,2024-01-19,2024-01-25,,1727,Clear,Moderate,Yes
SHIP007839,Lucknow,Kolkata,2023-03-03,2023-03-09,2023-03-09,Truck,1815,Clear,Light,No
SHIP007840,Ahmedabad,Pune,2023-12-02,2023-12-07,2023-12-10,Container,1688,Rain,Heavy,Yes
SHIP007841,Jaipur,Pune,2023-07-02,2023-07-05,2023-07-06,Truck,1032,Rain,Light,Yes
SHIP007842,Chennai,Pune,2023-05-04,2023-05-08,2023-05-11,Truck,1462,Storm,Light,Yes
SHIP007843,Delhi,Jaipur,2023-03-16,2023-03-22,2023-03-23,Container,1897,Clear,Moderate,Yes
SHIP007844,Bangalore,Lucknow,2023-01-19,2023-01-20,2023-01-20,Trailer,304,Clear,Light,No
SHIP007845,Kolkata,Delhi,2024-01-20,2024-01-25,2024-01-28,Lorry,1567,Fog,Moderate,Yes
SHIP007846,Lucknow,Kolkata,2023-05-17,2023-05-19,2023-05-23,Trailer,756,Fog,Heavy,Yes
SHIP007847,Ahmedabad,Jaipur,2023-07-22,2023-07-25,2023-07-30,Truck,1147,Clear,Heavy,Yes
SHIP007848,Kolkata,Jaipur,2024-02-19,2024-02-23,2024-02-23,Truck,1207,Clear,Light,No
SHIP007849,Chennai,Hyderabad,2023-02-16,2023-02-17,2023-02-17,Truck,432,Clear,Light,No
SHIP007850,Lucknow,Bangalore,2023-04-24,2023-04-30,2023-05-04,Trailer,1819,Clear,Moderate,Yes
SHIP007851,Jaipur,Mumbai,2023-06-16,2023-06-19,2023-06-21,Container,926,Clear,Heavy,Yes
SHIP007852,Pune,Jaipur,2024-03-05,2024-03-10,2024-03-10,Lorry,1760,Clear,Light,No
SHIP007853,Ahmedabad,Mumbai,2023-01-22,2023-01-24,2023-01-25,Container,885,Clear,Moderate,Yes
SHIP007854,Ahmedabad,Pune,2024-03-14,2024-03-17,2024-03-18,Truck,1100,Clear,Moderate,Yes
SHIP007855,Pune,Chennai,2023-11-04,2023-11-06,2023-11-07,Container,681,Clear,Moderate,Yes
SHIP007856,Jaipur,Chennai,2023-04-15,2023-04-16,2023-04-16,Truck,302,Clear,Light,No
SHIP007857,Chennai,Mumbai,2024-05-07,2024-05-08,2024-05-11,Lorry,579,Storm,Light,Yes
SHIP007858,Ahmedabad,Jaipur,2023-02-10,2023-02-13,2023-02-16,Lorry,959,Fog,Moderate,Yes
SHIP007859,Chennai,Delhi,2024-01-18,2024-01-19,2024-01-29,,318,Storm,Heavy,Yes
SHIP007860,Hyderabad,Jaipur,2023-05-31,2023-06-03,2023-06-04,Truck,1001,Rain,Light,Yes
SHIP007861,Ahmedabad,Pune,2023-10-10,2023-10-11,2023-10-12,Truck,425,Clear,Moderate,Yes
SHIP007862,Delhi,Pune,2023-05-27,2023-05-29,2023-05-31,Trailer,711,Rain,Moderate,Yes
SHIP007863,Mumbai,Kolkata,2024-04-09,2024-04-10,2024-04-12,,316,Clear,Heavy,Yes
SHIP007864,Chennai,Kolkata,2024-01-22,2024-01-26,2024-01-28,Truck,1455,Clear,Heavy,Yes
SHIP007865,Delhi,Kolkata,2023-03-07,2023-03-11,2023-03-16,Container,1301,Clear,Light,Yes
SHIP007866,Pune,Ahmedabad,2023-08-16,2023-08-19,2023-08-21,Container,954,Rain,Moderate,Yes
SHIP007867,Hyderabad,Lucknow,2023-02-25,2023-03-01,2023-03-03,Trailer,1281,Fog,Light,Yes
SHIP007868,Lucknow,Kolkata,2024-03-30,2024-04-03,2024-04-03,Container,1421,Clear,Light,No
SHIP007869,Jaipur,Kolkata,2023-10-25,2023-10-26,2023-10-26,Truck,343,Clear,Light,No
SHIP007870,Delhi,Pune,2023-11-06,2023-11-07,2023-11-09,Truck,335,Clear,Heavy,Yes
SHIP007871,Ahmedabad,Delhi,2023-11-29,2023-12-04,2023-12-07,Lorry,1534,Clear,Moderate,Yes
SHIP007872,Delhi,Mumbai,2024-01-04,2024-01-08,2024-01-09,Container,1443,Clear,Moderate,Yes
SHIP007873,Kolkata,Pune,2023-03-15,2023-03-19,2023-03-19,Trailer,1438,Clear,Light,No
SHIP007874,Chennai,Jaipur,2023-11-12,2023-11-13,2023-11-13,Lorry,369,Clear,Light,No
SHIP007875,Ahmedabad,Chennai,2023-02-24,2023-03-01,2023-03-02,Trailer,1502,Clear,Moderate,Yes
SHIP007876,Ahmedabad,Bangalore,2023-06-18,2023-06-23,2023-06-24,Trailer,1785,Clear,Moderate,Yes
SHIP007877,Chennai,Kolkata,2023-06-16,2023-06-18,2023-06-21,Truck,852,Clear,Light,Yes
SHIP007878,Lucknow,Mumbai,2023-12-08,2023-12-10,2023-12-11,Lorry,676,Clear,Moderate,Yes
SHIP007879,Hyderabad,Ahmedabad,2023-11-15,2023-11-17,2023-11-18,Lorry,723,Clear,Moderate,Yes
SHIP007880,Hyderabad,Pune,2023-06-29,2023-07-01,2023-07-01,Lorry,831,Clear,Light,No
SHIP007881,Chennai,Ahmedabad,2023-09-12,2023-09-17,2023-09-21,Truck,1635,Clear,Light,Yes
SHIP007882,Jaipur,Mumbai,2023-02-06,2023-02-08,2023-02-09,Container,881,Clear,Moderate,Yes
SHIP007883,Pune,Hyderabad,2024-02-20,2024-02-21,2024-02-22,Truck,342,Clear,Moderate,Yes
SHIP007884,Delhi,Jaipur,2024-01-19,2024-01-22,2024-01-25,Container,1178,Clear,Light,Yes
SHIP007885,Pune,Chennai,2023-11-04,2023-11-09,2023-11-13,Container,1735,Clear,Light,Yes
SHIP007886,Hyderabad,Lucknow,2023-10-13,2023-10-19,2023-10-21,Lorry,1895,Clear,Heavy,Yes
SHIP007887,Kolkata,Pune,2023-07-24,2023-07-26,2023-07-27,Trailer,670,Clear,Moderate,Yes
SHIP007888,Ahmedabad,Kolkata,2023-02-26,2023-03-02,2023-03-08,Truck,1299,Clear,Moderate,Yes
SHIP007889,Mumbai,Chennai,2024-05-09,2024-05-15,2024-05-17,Lorry,1824,Rain,Moderate,Yes
SHIP007890,Kolkata,Mumbai,2023-07-05,2023-07-09,2023-07-10,Lorry,1246,Clear,Moderate,Yes
SHIP007891,Kolkata,Mumbai,2024-05-04,2024-05-09,2024-05-10,Truck,1662,Clear,Moderate,Yes
